-2.500000000000000000e+00 2.156360321567907246e+00
-2.498749999999999805e+00 2.157415990934779870e+00
-2.497500000000000053e+00 2.158523989444577573e+00
-2.496249999999999858e+00 2.159676488668151872e+00
-2.495000000000000107e+00 2.160864804973234854e+00
-2.493749999999999911e+00 2.162079523874300246e+00
-2.492500000000000160e+00 2.163310630894593078e+00
-2.491249999999999964e+00 2.164547642509149217e+00
-2.490000000000000213e+00 2.165779742483865622e+00
-2.488750000000000018e+00 2.166995920574629420e+00
-2.487499999999999822e+00 2.168185151406943234e+00
-2.486250000000000071e+00 2.169336546074332350e+00
-2.484999999999999876e+00 2.170439490907385860e+00
-2.483750000000000124e+00 2.171483801197693353e+00
-2.482499999999999929e+00 2.172459918655273103e+00
-2.481250000000000178e+00 2.173358987090710404e+00
-2.479999999999999982e+00 2.174173048294616439e+00
-2.478749999999999787e+00 2.174895135206102559e+00
-2.477500000000000036e+00 2.175519393000983737e+00
-2.476249999999999840e+00 2.176041186877305300e+00
-2.475000000000000089e+00 2.176457204918332167e+00
-2.473749999999999893e+00 2.176765478479012472e+00
-2.472500000000000142e+00 2.176965500393448494e+00
-2.471249999999999947e+00 2.177058195206783786e+00
-2.470000000000000195e+00 2.177045993360929632e+00
-2.468750000000000000e+00 2.176932777289043219e+00
-2.467499999999999805e+00 2.176723891617219575e+00
-2.466250000000000053e+00 2.176426084119896132e+00
-2.464999999999999858e+00 2.176047434780550738e+00
-2.463750000000000107e+00 2.175597289533627077e+00
-2.462499999999999911e+00 2.175086130541597829e+00
-2.461250000000000160e+00 2.174525491339596606e+00
-2.459999999999999964e+00 2.173927788136072348e+00
-2.458750000000000213e+00 2.173306166947213125e+00
-2.457500000000000018e+00 2.172674358376617931e+00
-2.456249999999999822e+00 2.172046487717726126e+00
-2.455000000000000071e+00 2.171436872014804287e+00
-2.453749999999999876e+00 2.170859845489985229e+00
-2.452500000000000124e+00 2.170329560694673088e+00
-2.451249999999999929e+00 2.169859770781176866e+00
-2.450000000000000178e+00 2.169463626027368530e+00
-2.448749999999999982e+00 2.169153516836242801e+00
-2.447499999999999787e+00 2.168940824037424164e+00
-2.446250000000000036e+00 2.168835795540638323e+00
-2.444999999999999840e+00 2.168847352044946941e+00
-2.443750000000000089e+00 2.168982939684395816e+00
-2.442499999999999893e+00 2.169248399970462149e+00
-2.441250000000000142e+00 2.169647876159070510e+00
-2.439999999999999947e+00 2.170183678751901546e+00
-2.438750000000000195e+00 2.170856282373469170e+00
-2.437500000000000000e+00 2.171664249753506581e+00
-2.436249999999999805e+00 2.172604211637389149e+00
-2.435000000000000053e+00 2.173670922852106724e+00
-2.433749999999999858e+00 2.174857259734455095e+00
-2.432500000000000107e+00 2.176154314781588273e+00
-2.431249999999999911e+00 2.177551502189952082e+00
-2.430000000000000160e+00 2.179036639235658157e+00
-2.428749999999999964e+00 2.180596112526947739e+00
-2.427500000000000213e+00 2.182215052326066385e+00
-2.426250000000000018e+00 2.183877477413853629e+00
-2.424999999999999822e+00 2.185566532643195892e+00
-2.423750000000000071e+00 2.187264664841515938e+00
-2.422499999999999876e+00 2.188953863292042445e+00
-2.421250000000000124e+00 2.190615858479997069e+00
-2.419999999999999929e+00 2.192232404504324439e+00
-2.418750000000000178e+00 2.193785465442057880e+00
-2.417499999999999982e+00 2.195257452695776657e+00
-2.416249999999999787e+00 2.196631479448250879e+00
-2.415000000000000036e+00 2.197891536840508309e+00
-2.413749999999999840e+00 2.199022730208420651e+00
-2.412500000000000089e+00 2.200011485935410072e+00
-2.411249999999999893e+00 2.200845690894080775e+00
-2.410000000000000142e+00 2.201514896844145586e+00
-2.408749999999999947e+00 2.202010442879527741e+00
-2.407500000000000195e+00 2.202325590664165222e+00
-2.406250000000000000e+00 2.202455642452600060e+00
-2.404999999999999805e+00 2.202397967414654101e+00
-2.403750000000000053e+00 2.202152142640922516e+00
-2.402499999999999858e+00 2.201719910375141698e+00
-2.401250000000000107e+00 2.201105227204144477e+00
-2.399999999999999911e+00 2.200314228411579975e+00
-2.398750000000000160e+00 2.199355188601682887e+00
-2.397499999999999964e+00 2.198238469842448861e+00
-2.396250000000000213e+00 2.196976387466568426e+00
-2.395000000000000018e+00 2.195583132518243552e+00
-2.393749999999999822e+00 2.194074594658979027e+00
-2.392500000000000071e+00 2.192468225220998157e+00
-2.391249999999999876e+00 2.190782831869907188e+00
-2.390000000000000124e+00 2.189038396427107624e+00
-2.388749999999999929e+00 2.187255807867032775e+00
-2.387500000000000178e+00 2.185456682837561448e+00
-2.386249999999999982e+00 2.183663057009906705e+00
-2.384999999999999787e+00 2.181897168642685347e+00
-2.383750000000000036e+00 2.180181176554552902e+00
-2.382499999999999840e+00 2.178536892522193291e+00
-2.381250000000000089e+00 2.176985487397208097e+00
-2.379999999999999893e+00 2.175547266856086903e+00
-2.378750000000000142e+00 2.174241373560382495e+00
-2.377499999999999947e+00 2.173085573610715748e+00
-2.376250000000000195e+00 2.172095973062630136e+00
-2.375000000000000000e+00 2.171286864125815619e+00
-2.373749999999999805e+00 2.170670470442292554e+00
-2.372500000000000053e+00 2.170256823967792847e+00
-2.371249999999999858e+00 2.170053577045296667e+00
-2.370000000000000107e+00 2.170065938613852108e+00
-2.368749999999999911e+00 2.170296539138850012e+00
-2.367500000000000160e+00 2.170745421536955710e+00
-2.366249999999999964e+00 2.171409991273962614e+00
-2.365000000000000213e+00 2.172285051143491241e+00
-2.363750000000000018e+00 2.173362847223818228e+00
-2.362499999999999822e+00 2.174633153560324939e+00
-2.361250000000000071e+00 2.176083351961499712e+00
-2.359999999999999876e+00 2.177698631252138028e+00
-2.358750000000000124e+00 2.179462108405300746e+00
-2.357499999999999929e+00 2.181355035905840900e+00
-2.356250000000000178e+00 2.183357011968498629e+00
-2.354999999999999982e+00 2.185446213130865623e+00
-2.353749999999999787e+00 2.187599637433608191e+00
-2.352500000000000036e+00 2.189793374934014381e+00
-2.351249999999999840e+00 2.192002847409277422e+00
-2.350000000000000089e+00 2.194203084036995488e+00
-2.348749999999999893e+00 2.196369005779207573e+00
-2.347500000000000142e+00 2.198475686385523709e+00
-2.346249999999999947e+00 2.200498593833579708e+00
-2.345000000000000195e+00 2.202413882168190451e+00
-2.343750000000000000e+00 2.204198603583728211e+00
-2.342499999999999805e+00 2.205830954925935394e+00
-2.341250000000000053e+00 2.207290493217493044e+00
-2.339999999999999858e+00 2.208558345546965285e+00
-2.338750000000000107e+00 2.209617370966151739e+00
-2.337499999999999911e+00 2.210452352437972667e+00
-2.336250000000000160e+00 2.211050130278910952e+00
-2.334999999999999964e+00 2.211399723125582195e+00
-2.333750000000000213e+00 2.211492446561212688e+00
-2.332500000000000018e+00 2.211321973532043739e+00
-2.331249999999999822e+00 2.210884430087115327e+00
-2.330000000000000071e+00 2.210178396240920495e+00
-2.328749999999999876e+00 2.209204953907123237e+00
-2.327500000000000124e+00 2.207967668343052026e+00
-2.326249999999999929e+00 2.206472561643835650e+00
-2.325000000000000178e+00 2.204728067113510104e+00
-2.323749999999999982e+00 2.202744973760486058e+00
-2.322499999999999787e+00 2.200536321939968065e+00
-2.321250000000000036e+00 2.198117305693856327e+00
-2.319999999999999840e+00 2.195505139462890387e+00
-2.318750000000000089e+00 2.192718907025154707e+00
-2.317499999999999893e+00 2.189779422760786076e+00
-2.316250000000000142e+00 2.186709030932359799e+00
-2.314999999999999947e+00 2.183531408674228569e+00
-2.313750000000000195e+00 2.180271380526987546e+00
-2.312500000000000000e+00 2.176954668578124252e+00
-2.311249999999999805e+00 2.173607688119070236e+00
-2.310000000000000053e+00 2.170257290683370588e+00
-2.308749999999999858e+00 2.166930513761526456e+00
-2.307500000000000107e+00 2.163654348044698139e+00
-2.306249999999999911e+00 2.160455450592145166e+00
-2.305000000000000160e+00 2.157359919420057448e+00
-2.303749999999999964e+00 2.154393023039462118e+00
-2.302500000000000213e+00 2.151578954185282555e+00
-2.301250000000000018e+00 2.148940589634493747e+00
-2.299999999999999822e+00 2.146499259861633924e+00
-2.298750000000000071e+00 2.144274527127510321e+00
-2.297499999999999876e+00 2.142283992324638398e+00
-2.296250000000000124e+00 2.140543103490390120e+00
-2.294999999999999929e+00 2.139064987708327426e+00
-2.293750000000000178e+00 2.137860327495931578e+00
-2.292499999999999982e+00 2.136937217017144786e+00
-2.291249999999999787e+00 2.136301104411709950e+00
-2.290000000000000036e+00 2.135954697557212345e+00
-2.288749999999999840e+00 2.135897962976310183e+00
-2.287500000000000089e+00 2.136128080883117786e+00
-2.286249999999999893e+00 2.136639490308668510e+00
-2.285000000000000142e+00 2.137423953969338708e+00
-2.283749999999999947e+00 2.138470603643533696e+00
-2.282500000000000195e+00 2.139766062394410806e+00
-2.281250000000000000e+00 2.141294567711761854e+00
-2.279999999999999805e+00 2.143038116125087544e+00
-2.278750000000000053e+00 2.144976663202269762e+00
-2.277499999999999858e+00 2.147088281105384411e+00
-2.276250000000000107e+00 2.149349359755390321e+00
-2.274999999999999911e+00 2.151734864566975602e+00
-2.273750000000000160e+00 2.154218537703462832e+00
-2.272499999999999964e+00 2.156773128103923298e+00
-2.271250000000000213e+00 2.159370659938149029e+00
-2.270000000000000018e+00 2.161982652306941421e+00
-2.268749999999999822e+00 2.164580387204776635e+00
-2.267500000000000071e+00 2.167135138013900342e+00
-2.266249999999999876e+00 2.169618432048381784e+00
-2.265000000000000124e+00 2.172002250231937825e+00
-2.263749999999999929e+00 2.174259295160323457e+00
-2.262500000000000178e+00 2.176363196149062595e+00
-2.261249999999999982e+00 2.178288704380266338e+00
-2.259999999999999787e+00 2.180011912813658359e+00
-2.258750000000000036e+00 2.181510433098728718e+00
-2.257499999999999840e+00 2.182763582583662654e+00
-2.256250000000000089e+00 2.183752520550155118e+00
-2.254999999999999893e+00 2.184460410579910139e+00
-2.253750000000000142e+00 2.184872546349311051e+00
-2.252499999999999947e+00 2.184976484084154791e+00
-2.251250000000000195e+00 2.184762106216972644e+00
-2.250000000000000000e+00 2.184221728361082082e+00
-2.248749999999999805e+00 2.183350178571713318e+00
-2.247500000000000053e+00 2.182144803787266607e+00
-2.246249999999999858e+00 2.180605553945419661e+00
-2.245000000000000107e+00 2.178734955084083325e+00
-2.243749999999999911e+00 2.176538127896502139e+00
-2.242500000000000160e+00 2.174022756200581163e+00
-2.241249999999999964e+00 2.171199073921616929e+00
-2.240000000000000213e+00 2.168079765196368580e+00
-2.238750000000000018e+00 2.164679917455685221e+00
